com.victronenergy.genset.socketcan_can0_vi0_uc88
/HardwareVersion	ARRAY	[]	
/Engine/OperatingHours	UINT32	1261620	1261620s
/Mgmt/ProcessVersion	STRING	2.41	2.41
/Ac/L1/Current	UINT16	24	24A
/ErrorCode	BYTE	0	0
/ProductId	UINT16	45120	0xB040
/Ac/L3/Voltage	UINT16	232	232V
/Engine/CoolantTemperature	DOUBLE	73.0	73degrees
/DeviceInstance	UINT32	0	0
/Ac/L2/Current	UINT16	25	25A
/Mgmt/Connection	STRING	VE.Can	VE.Can
/Connected	UINT32	1	1
/NrOfPhases	UINT32	3	3
/Engine/Load	DOUBLE	41.0	41%
/FirmwareVersion	UINT32	520	v2.08
/Ac/L1/Power	INT32	4160	4160W
/Ac/L3/Power	INT32	4210	4210W
/Ac/L2/Voltage	UINT16	232	232V
/Ac/L3/Current	UINT16	24	24A
/N2kUniqueNumber	UINT32	88	88
/Engine/WindingTemperature	DOUBLE	63.0	63degrees
/Engine/Speed	DOUBLE	2952.0	2952rpm
/StarterVoltage	DOUBLE	13.399999618530273	13.4V
/RemoteStartModeEnabled	UINT32	1	1
/Ac/L1/Voltage	UINT16	232	232V
/Engine/ExaustTemperature	DOUBLE	62.0	62degrees
/StatusCode	BYTE	8	8
/Start	UINT32	1	1
/Serial	STRING	0000088	0000088
/Mgmt/ProcessName	STRING	vecan-dbus	vecan-dbus
/Ac/Frequency	DOUBLE	50.79999923706055	51Hz
/Ac/L2/Power	INT32	4210	4210W
/ModuleId	BYTE	9	9
/ProductName	STRING	Fischer Panda Genset	Fischer Panda Genset

1	/Ac/L3/Power	INT32	4100	4100W
10	/Engine/CoolantTemperature	DOUBLE	64.0	64degrees
10	/StarterVoltage	DOUBLE	15.199999809265137	15.2V
10	/Engine/ExaustTemperature	DOUBLE	75.0	75degrees
10	/Engine/WindingTemperature	DOUBLE	80.0	80degrees
10	/Engine/CoolantTemperature	DOUBLE	66.0	66degrees
10	/StarterVoltage	DOUBLE	12.899999618530273	12.9V
10	/Engine/ExaustTemperature	DOUBLE	77.0	77degrees
10	/Engine/WindingTemperature	DOUBLE	78.0	78degrees
11	/Engine/CoolantTemperature	DOUBLE	68.0	68degrees
11	/StarterVoltage	DOUBLE	13.899999618530273	13.9V
11	/Engine/ExaustTemperature	DOUBLE	79.0	79degrees
11	/Engine/WindingTemperature	DOUBLE	76.0	76degrees
12	/Engine/CoolantTemperature	DOUBLE	70.0	70degrees
12	/StarterVoltage	DOUBLE	14.899999618530273	14.9V
12	/Engine/ExaustTemperature	DOUBLE	79.0	79degrees
12	/Engine/WindingTemperature	DOUBLE	74.0	74degrees
13	/Engine/CoolantTemperature	DOUBLE	72.0	72degrees
13	/StarterVoltage	DOUBLE	12.600000381469727	12.6V
13	/Engine/ExaustTemperature	DOUBLE	77.0	77degrees
13	/Engine/WindingTemperature	DOUBLE	72.0	72degrees
14	/Engine/CoolantTemperature	DOUBLE	74.0	74degrees
14	/StarterVoltage	DOUBLE	13.600000381469727	13.6V
14	/Engine/ExaustTemperature	DOUBLE	75.0	75degrees
14	/Engine/WindingTemperature	DOUBLE	70.0	70degrees
15	/Engine/CoolantTemperature	DOUBLE	76.0	76degrees
15	/StarterVoltage	DOUBLE	14.600000381469727	14.6V
15	/Engine/ExaustTemperature	DOUBLE	73.0	73degrees
15	/Engine/WindingTemperature	DOUBLE	68.0	68degrees
16	/Engine/CoolantTemperature	DOUBLE	78.0	78degrees
16	/StarterVoltage	DOUBLE	15.600000381469727	15.6V
16	/Engine/ExaustTemperature	DOUBLE	71.0	71degrees
16	/Engine/WindingTemperature	DOUBLE	66.0	66degrees
17	/Engine/CoolantTemperature	DOUBLE	79.0	79degrees
17	/StarterVoltage	DOUBLE	13.300000190734863	13.3V
17	/Engine/ExaustTemperature	DOUBLE	69.0	69degrees
17	/Engine/WindingTemperature	DOUBLE	64.0	64degrees
18	/Engine/CoolantTemperature	DOUBLE	77.0	77degrees
18	/StarterVoltage	DOUBLE	14.300000190734863	14.3V
18	/Engine/ExaustTemperature	DOUBLE	67.0	67degrees
18	/Engine/WindingTemperature	DOUBLE	62.0	62degrees
19	/Engine/CoolantTemperature	DOUBLE	75.0	75degrees
19	/StarterVoltage	DOUBLE	15.300000190734863	15.3V
19	/Engine/ExaustTemperature	DOUBLE	65.0	65degrees
19	/Engine/WindingTemperature	DOUBLE	60.0	60degrees
20	/Engine/CoolantTemperature	DOUBLE	73.0	73degrees
20	/StarterVoltage	DOUBLE	13.0	13.0V
20	/Engine/ExaustTemperature	DOUBLE	63.0	63degrees
20	/Engine/WindingTemperature	DOUBLE	61.0	61degrees
21	/RemoteStartModeEnabled	UINT32	0	0
21	/Engine/Load	DOUBLE	62.0	62%
21	/Engine/Speed	DOUBLE	3026.0	3026rpm
21	/Ac/L1/Voltage	UINT16	229	229V
21	/Ac/Frequency	DOUBLE	50.5	50Hz
21	/Ac/L1/Current	UINT16	25	25A
21	/Ac/L1/Power	INT32	4050	4050W
21	/Ac/L2/Voltage	UINT16	228	228V
21	21	/Ac/L2/Current	UINT16	25	25A
21	/Ac/L2/Power	INT32	4030	4030W
21	/Ac/L3/Voltage	UINT16	228	228V
21	21	/Ac/L3/Current	UINT16	25	25A
21	/Ac/L3/Power	INT32	4050	4050W
21	/StatusCode	BYTE	8	8
21	/Engine/CoolantTemperature	DOUBLE	71.0	71degrees
21	/StarterVoltage	DOUBLE	14.0	14.0V
22	/Engine/ExaustTemperature	DOUBLE	61.0	61degrees
22	/Engine/WindingTemperature	DOUBLE	63.0	63degrees
22	22	/Ac/L3/Power	INT32	4160	4160W
22	/Ac/L3/Current	UINT16	29	29A
22	/Ac/L3/Voltage	UINT16	232	232V
22	22	/Ac/L2/Power	INT32	4180	4180W
22	/Ac/L2/Current	UINT16	29	29A
22	/Ac/L2/Voltage	UINT16	232	232V
22	/Ac/Frequency	DOUBLE	49.79999923706055	50Hz
22	/Ac/L1/Power	INT32	4160	4160W
22	/Ac/L1/Current	UINT16	29	29A
22	/Ac/L1/Voltage	UINT16	233	233V
23	/Engine/CoolantTemperature	DOUBLE	69.0	69degrees
23	/Engine/Speed	DOUBLE	3037.0	3037rpm
23	/Engine/Load	DOUBLE	22.0	22%
23	/StarterVoltage	DOUBLE	15.0	15.0V
23	/Engine/ExaustTemperature	DOUBLE	60.0	60degrees
23	/Engine/WindingTemperature	DOUBLE	65.0	65degrees
23	/Start	UINT32	1	1
23	23	/Ac/L3/Power	INT32	3960	3960W
23	/Ac/L3/Current	UINT16	28	28A
23	/Ac/L3/Voltage	UINT16	230	230V
23	23	/Ac/L2/Power	INT32	3980	3980W
23	/Ac/L2/Current	UINT16	28	28A
23	/Ac/L2/Voltage	UINT16	230	230V
23	/Ac/Frequency	DOUBLE	49.20000076293945	49Hz
24	/Ac/L1/Power	INT32	3960	3960W
24	/Ac/L1/Current	UINT16	27	27A
24	/Ac/L1/Voltage	UINT16	229	229V
24	/Engine/CoolantTemperature	DOUBLE	67.0	67degrees
24	/Engine/Speed	DOUBLE	3047.0	3047rpm
24	/Engine/Load	DOUBLE	32.0	32%
24	/StarterVoltage	DOUBLE	12.699999809265137	12.7V
24	/Engine/ExaustTemperature	DOUBLE	62.0	62degrees
24	/Engine/WindingTemperature	DOUBLE	67.0	67degrees
24	24	/Ac/L3/Power	INT32	3810	3810W
24	/Ac/L3/Current	UINT16	24	24A
24	/Ac/L3/Voltage	UINT16	229	229V
24	24	/Ac/L2/Power	INT32	3780	3780W
24	/Ac/L2/Current	UINT16	24	24A
24	/Ac/L2/Voltage	UINT16	229	229V
25	/Ac/Frequency	DOUBLE	49.20000076293945	49Hz
25	/Ac/L1/Power	INT32	3810	3810W
25	/Ac/L1/Current	UINT16	23	23A
25	/Ac/L1/Voltage	UINT16	229	229V
25	/Engine/CoolantTemperature	DOUBLE	65.0	65degrees
25	/Engine/Speed	DOUBLE	2925.0	2925rpm
25	/Engine/Load	DOUBLE	42.0	42%
25	/StarterVoltage	DOUBLE	13.699999809265137	13.7V
25	/Engine/ExaustTemperature	DOUBLE	64.0	64degrees
25	/Engine/WindingTemperature	DOUBLE	69.0	69degrees
25	25	/Ac/L3/Power	INT32	4010	4010W
25	/Ac/L3/Current	UINT16	20	20A
25	/Ac/L3/Voltage	UINT16	233	233V
25	25	/Ac/L2/Power	INT32	3990	3990W
25	/Ac/L2/Current	UINT16	20	20A
25	/Ac/L2/Voltage	UINT16	233	233V
26	/Ac/Frequency	DOUBLE	49.79999923706055	50Hz
26	/Ac/L1/Power	INT32	4010	4010W
26	/Ac/L1/Current	UINT16	21	21A
26	/Ac/L1/Voltage	UINT16	233	233V
26	/Engine/CoolantTemperature	DOUBLE	63.0	63degrees
26	/Engine/Speed	DOUBLE	2935.0	2935rpm
26	/Engine/Load	DOUBLE	52.0	52%
26	/StarterVoltage	DOUBLE	14.699999809265137	14.7V
26	/Engine/ExaustTemperature	DOUBLE	66.0	66degrees
26	/Engine/WindingTemperature	DOUBLE	71.0	71degrees
26	26	/Ac/L3/Power	INT32	4210	4210W
26	/Ac/L3/Current	UINT16	24	24A
26	/Ac/L3/Voltage	UINT16	229	229V
26	27	/Ac/L2/Power	INT32	4190	4190W
27	/Ac/L2/Current	UINT16	24	24A
27	/Ac/L2/Voltage	UINT16	229	229V
27	/Ac/Frequency	DOUBLE	50.400001525878906	50Hz
27	/Ac/L1/Power	INT32	4210	4210W
27	/Ac/L1/Current	UINT16	25	25A
27	/Ac/L1/Voltage	UINT16	229	229V
27	/Engine/CoolantTemperature	DOUBLE	61.0	61degrees
27	/Engine/Speed	DOUBLE	2945.0	2945rpm
27	/Engine/Load	DOUBLE	62.0	62%
27	/StarterVoltage	DOUBLE	12.399999618530273	12.4V
27	/Engine/ExaustTemperature	DOUBLE	68.0	68degrees
27	/Engine/WindingTemperature	DOUBLE	73.0	73degrees
27	27	/Ac/L3/Power	INT32	4000	4000W
27	/Ac/L3/Current	UINT16	28	28A
27	/Ac/L3/Voltage	UINT16	229	229V
27	27	/Ac/L2/Power	INT32	4020	4020W
27	/Ac/L2/Current	UINT16	28	28A
27	/Ac/L2/Voltage	UINT16	229	229V
28	/Ac/Frequency	DOUBLE	50.900001525878906	51Hz
28	/Ac/L1/Power	INT32	4000	4000W
28	/Ac/L1/Current	UINT16	29	29A
28	/Ac/L1/Voltage	UINT16	229	229V
28	/Engine/CoolantTemperature	DOUBLE	60.0	60degrees
28	/Engine/Speed	DOUBLE	2955.0	2955rpm
28	/Engine/Load	DOUBLE	21.0	21%
28	/StarterVoltage	DOUBLE	13.399999618530273	13.4V
28	/Engine/ExaustTemperature	DOUBLE	70.0	70degrees
28	/Engine/WindingTemperature	DOUBLE	75.0	75degrees
28	28	/Ac/L3/Power	INT32	3800	3800W
28	/Ac/L3/Current	UINT16	28	28A
28	/Ac/L3/Voltage	UINT16	233	233V
28	28	/Ac/L2/Power	INT32	3820	3820W
28	/Ac/L2/Current	UINT16	28	28A
28	/Ac/L2/Voltage	UINT16	233	233V
29	/Ac/Frequency	DOUBLE	50.29999923706055	50Hz
29	/Ac/L1/Power	INT32	3800	3800W
29	/Ac/L1/Current	UINT16	28	28A
29	/Ac/L1/Voltage	UINT16	232	232V
29	/Engine/CoolantTemperature	DOUBLE	62.0	62degrees
29	/Engine/Speed	DOUBLE	2965.0	2965rpm
29	/Engine/Load	DOUBLE	31.0	31%
29	/StarterVoltage	DOUBLE	14.399999618530273	14.4V
29	/Engine/ExaustTemperature	DOUBLE	72.0	72degrees
29	/Engine/WindingTemperature	DOUBLE	77.0	77degrees
29	29	/Ac/L3/Power	INT32	3970	3970W
29	/Ac/L3/Current	UINT16	24	24A
29	/Ac/L3/Voltage	UINT16	229	229V
29	30	/Ac/L2/Power	INT32	3950	3950W
30	/Ac/L2/Current	UINT16	24	24A
30	/Ac/L2/Voltage	UINT16	229	229V
30	/Ac/Frequency	DOUBLE	49.70000076293945	50Hz
30	/Ac/L1/Power	INT32	3970	3970W
30	/Ac/L1/Current	UINT16	24	24A
30	/Ac/L1/Voltage	UINT16	228	228V
30	/Engine/CoolantTemperature	DOUBLE	64.0	64degrees
30	/Engine/Speed	DOUBLE	2975.0	2975rpm
30	/Engine/Load	DOUBLE	41.0	41%
30	/StarterVoltage	DOUBLE	15.399999618530273	15.4V
30	/Engine/ExaustTemperature	DOUBLE	74.0	74degrees
31	/Engine/WindingTemperature	DOUBLE	79.0	79degrees
31	31	/Ac/L3/Power	INT32	4170	4170W
31	/Ac/L3/Current	UINT16	20	20A
31	/Ac/L3/Voltage	UINT16	229	229V
31	31	/Ac/L2/Power	INT32	4150	4150W
31	/Ac/L2/Current	UINT16	20	20A
31	/Ac/L2/Voltage	UINT16	229	229V
31	/Ac/Frequency	DOUBLE	49.099998474121094	49Hz
31	/Ac/L1/Power	INT32	4170	4170W
31	/Ac/L1/Current	UINT16	20	20A
31	/Ac/L1/Voltage	UINT16	230	230V
31	/Engine/CoolantTemperature	DOUBLE	66.0	66degrees
31	/Engine/Speed	DOUBLE	2985.0	2985rpm
31	/Engine/Load	DOUBLE	51.0	51%
31	/StarterVoltage	DOUBLE	13.199999809265137	13.2V
31	/Engine/ExaustTemperature	DOUBLE	77.0	77degrees
31	/Engine/WindingTemperature	DOUBLE	78.0	78degrees
31	31	/Ac/L3/Power	INT32	4020	4020W
31	/Ac/L3/Current	UINT16	24	24A
31	/Ac/L3/Voltage	UINT16	232	232V
31	32	/Ac/L2/Power	INT32	4040	4040W
32	/Ac/L2/Current	UINT16	24	24A
32	/Ac/L2/Voltage	UINT16	232	232V
32	/Ac/Frequency	DOUBLE	49.400001525878906	49Hz
32	/Ac/L1/Power	INT32	4020	4020W
32	/Ac/L1/Current	UINT16	25	25A
32	/Ac/L1/Voltage	UINT16	232	232V
32	/Engine/CoolantTemperature	DOUBLE	68.0	68degrees
32	/Engine/Speed	DOUBLE	2995.0	2995rpm
32	/Engine/Load	DOUBLE	61.0	61%
32	/StarterVoltage	DOUBLE	14.199999809265137	14.2V
32	/Engine/ExaustTemperature	DOUBLE	79.0	79degrees
32	/Engine/WindingTemperature	DOUBLE	76.0	76degrees
32	32	/Ac/L3/Power	INT32	3820	3820W
33	/Ac/L3/Current	UINT16	28	28A
33	/Ac/L3/Voltage	UINT16	228	228V
33	33	/Ac/L2/Power	INT32	3840	3840W
33	/Ac/L2/Current	UINT16	28	28A
33	/Ac/L2/Voltage	UINT16	228	228V
33	/Ac/Frequency	DOUBLE	50.0	50Hz
33	/Ac/L1/Power	INT32	3820	3820W
33	/Ac/L1/Current	UINT16	29	29A
33	/Ac/L1/Voltage	UINT16	228	228V
33	/Engine/CoolantTemperature	DOUBLE	70.0	70degrees
33	/Engine/Speed	DOUBLE	3005.0	3005rpm
33	/Engine/Load	DOUBLE	20.0	20%
33	/StarterVoltage	DOUBLE	15.300000190734863	15.3V
33	/Engine/ExaustTemperature	DOUBLE	78.0	78degrees
33	/Engine/WindingTemperature	DOUBLE	73.0	73degrees
33	33	/Ac/L3/Power	INT32	3970	3970W
33	/Ac/L3/Current	UINT16	28	28A
34	/Ac/L3/Voltage	UINT16	231	231V
34	34	/Ac/L2/Power	INT32	3950	3950W
34	/Ac/L2/Current	UINT16	28	28A
34	/Ac/L2/Voltage	UINT16	231	231V
34	/Ac/Frequency	DOUBLE	50.70000076293945	51Hz
34	/Ac/L1/Power	INT32	3970	3970W
34	/Ac/L1/Current	UINT16	27	27A
34	/Ac/L1/Voltage	UINT16	231	231V
34	/Engine/CoolantTemperature	DOUBLE	72.0	72degrees
34	/Engine/Speed	DOUBLE	3017.0	3017rpm
34	/Engine/Load	DOUBLE	32.0	32%
34	/StarterVoltage	DOUBLE	13.0	13.0V
34	/Engine/ExaustTemperature	DOUBLE	76.0	76degrees
34	/Engine/WindingTemperature	DOUBLE	71.0	71degrees
34	34	/Ac/L3/Power	INT32	4170	4170W
35	/Ac/L3/Current	UINT16	24	24A
35	/Ac/L3/Voltage	UINT16	231	231V
35	35	/Ac/L2/Power	INT32	4150	4150W
35	/Ac/L2/Current	UINT16	24	24A
35	/Ac/L2/Voltage	UINT16	231	231V
35	/Ac/Frequency	DOUBLE	50.599998474121094	51Hz
35	/Ac/L1/Power	INT32	4170	4170W
35	/Ac/L1/Current	UINT16	23	23A
35	/Ac/L1/Voltage	UINT16	231	231V
35	/Engine/CoolantTemperature	DOUBLE	74.0	74degrees
35	/Engine/Speed	DOUBLE	3027.0	3027rpm
35	/Engine/Load	DOUBLE	42.0	42%
35	/StarterVoltage	DOUBLE	14.0	14.0V
35	/Engine/ExaustTemperature	DOUBLE	74.0	74degrees
35	/Engine/WindingTemperature	DOUBLE	69.0	69degrees
35	/StatusCode	BYTE	0	0
35	35	/Ac/L3/Power	INT32	0	0W
35	/Ac/L3/Current	UINT16	0	0A
36	/Ac/L3/Voltage	UINT16	0	0V
36	36	/Ac/L2/Power	INT32	0	0W
36	/Ac/L2/Current	UINT16	0	0A
36	/Ac/L2/Voltage	UINT16	0	0V
36	/Ac/Frequency	DOUBLE	0.0	0Hz
36	/Ac/L1/Power	INT32	0	0W
36	/Ac/L1/Current	UINT16	0	0A
36	/Ac/L1/Voltage	UINT16	0	0V
36	/Engine/CoolantTemperature	DOUBLE	76.0	76degrees
36	/Engine/Speed	DOUBLE	0.0	0rpm
36	/Engine/Load	DOUBLE	0.0	0%
36	/StarterVoltage	DOUBLE	15.0	15.0V
36	/Engine/ExaustTemperature	DOUBLE	72.0	72degrees
36	/Engine/WindingTemperature	DOUBLE	67.0	67degrees
36	/Engine/CoolantTemperature	DOUBLE	78.0	78degrees
36	/StarterVoltage	DOUBLE	12.699999809265137	12.7V
36	/Engine/ExaustTemperature	DOUBLE	70.0	70degrees
36	/Engine/WindingTemperature	DOUBLE	65.0	65degrees
37	/Start	UINT32	0	0
37	/Engine/CoolantTemperature	DOUBLE	80.0	80degrees
37	/StarterVoltage	DOUBLE	13.800000190734863	13.8V
38	/Engine/ExaustTemperature	DOUBLE	68.0	68degrees
38	/Engine/WindingTemperature	DOUBLE	63.0	63degrees
38	/Engine/CoolantTemperature	DOUBLE	78.0	78degrees
38	/StarterVoltage	DOUBLE	14.800000190734863	14.8V
39	/Engine/ExaustTemperature	DOUBLE	66.0	66degrees
39	/Engine/WindingTemperature	DOUBLE	61.0	61degrees
39	/Engine/CoolantTemperature	DOUBLE	76.0	76degrees
39	/StarterVoltage	DOUBLE	12.5	12.5V
40	/Engine/ExaustTemperature	DOUBLE	64.0	64degrees
40	/Engine/WindingTemperature	DOUBLE	60.0	60degrees
40	/Engine/CoolantTemperature	DOUBLE	74.0	74degrees
40	/StarterVoltage	DOUBLE	13.5	13.5V
41	/Engine/ExaustTemperature	DOUBLE	62.0	62degrees
41	/Engine/WindingTemperature	DOUBLE	62.0	62degrees
41	/Engine/CoolantTemperature	DOUBLE	72.0	72degrees
41	/StarterVoltage	DOUBLE	14.5	14.5V
42	/Engine/ExaustTemperature	DOUBLE	60.0	60degrees
42	/Engine/WindingTemperature	DOUBLE	64.0	64degrees
42	/Engine/CoolantTemperature	DOUBLE	70.0	70degrees
42	/StarterVoltage	DOUBLE	15.5	15.5V
43	/Engine/ExaustTemperature	DOUBLE	61.0	61degrees
43	/Engine/WindingTemperature	DOUBLE	66.0	66degrees
